date,home_team,away_team,home_score,away_score,tournament,neutral
2025-06-21,Chile,Netherlands,1,0,Friendly,0
2025-06-21,Nigeria,Costa Rica,2,3,Copa America,1
2025-06-21,Qatar,Uzbekistan,1,0,World Cup Qualification,1
2025-06-21,Wales,Mexico,1,1,Friendly,1
2025-07-06,Portugal,Poland,3,0,UEFA Euro,0
2025-07-06,Switzerland,Senegal,0,2,AFC Asian Cup,0
2025-07-06,Italy,Ecuador,3,0,AFC Asian Cup,1
2025-07-06,Canada,Ghana,1,2,UEFA Euro,1
2025-07-06,Qatar,Japan,0,3,Copa America,1
2025-07-06,Ghana,Egypt,2,2,Friendly,0
2025-07-06,USA,Tunisia,2,0,Friendly,0
2025-07-06,Italy,Tunisia,0,0,Friendly,1
2025-07-06,Argentina,Nigeria,5,0,Copa America,0
2025-07-06,Egypt,Cameroon,2,0,AFC Asian Cup,0
2025-07-06,Wales,Senegal,0,4,Friendly,0
2025-07-06,Spain,Canada,1,1,Friendly,1
2025-07-19,Spain,Morocco,0,0,World Cup Qualification,1
2025-07-19,Colombia,Costa Rica,2,0,Nations League,1
2025-07-19,Jamaica,Saudi Arabia,1,0,Nations League,1
2025-07-19,Belgium,Qatar,3,1,Friendly,1
2025-07-19,Denmark,Mexico,2,4,Africa Cup of Nations,1
2025-07-19,Nigeria,Belgium,3,3,Friendly,1
2025-07-19,Cameroon,Austria,2,1,Africa Cup of Nations,0
2025-07-19,Uzbekistan,Qatar,0,0,Friendly,0
2025-07-19,Portugal,Cameroon,0,0,World Cup Qualification,1
2025-07-19,Senegal,Denmark,2,0,Copa America,1
2025-07-19,Uruguay,Costa Rica,1,0,Africa Cup of Nations,1
2025-07-19,Ghana,Qatar,2,0,Copa America,0
2025-07-19,Sweden,Poland,2,0,Africa Cup of Nations,0
2025-07-19,Peru,Saudi Arabia,0,4,Nations League,1
2025-07-19,Jamaica,Canada,2,2,AFC Asian Cup,0
2025-07-19,Brazil,Tunisia,0,0,UEFA Euro,0
2025-07-19,Japan,Sweden,0,1,UEFA Euro,0
2025-07-19,Iran,Japan,1,2,UEFA Euro,0
2025-07-19,Belgium,Senegal,1,0,Copa America,0
2025-07-19,Panama,Qatar,2,0,Friendly,1
2025-07-19,Australia,Wales,0,1,Friendly,0
2025-07-19,Iran,Netherlands,0,1,Friendly,1
2025-07-31,Iran,England,0,2,Copa America,1
2025-07-31,Chile,Jamaica,2,0,AFC Asian Cup,1
2025-07-31,Uzbekistan,Mexico,0,1,World Cup Qualification,1
2025-07-31,Algeria,Turkey,0,2,Nations League,1
2025-07-31,Denmark,Croatia,2,1,Friendly,1
2025-07-31,Japan,Mexico,1,1,Friendly,0
2025-07-31,France,Germany,2,4,AFC Asian Cup,0
2025-07-31,USA,Mexico,3,0,Nations League,0
2025-07-31,Peru,Poland,2,0,UEFA Euro,0
2025-07-31,Denmark,USA,2,0,Africa Cup of Nations,1
2025-07-31,Panama,Iraq,2,0,AFC Asian Cup,0
2025-07-31,New Zealand,South Korea,3,0,Copa America,1
2025-07-31,England,Morocco,2,0,UEFA Euro,1
2025-07-31,Morocco,Nigeria,2,0,AFC Asian Cup,0
2025-07-31,Cameroon,England,0,2,AFC Asian Cup,0
2025-07-31,Argentina,Cameroon,0,0,Friendly,1
2025-07-31,Panama,Poland,3,0,AFC Asian Cup,1
2025-07-31,Poland,Uruguay,1,3,Copa America,0
2025-07-31,Spain,South Africa,2,0,AFC Asian Cup,1
2025-08-11,France,Sweden,0,0,AFC Asian Cup,0
2025-08-11,Qatar,Brazil,0,1,World Cup Qualification,1
2025-08-11,Belgium,France,2,2,Africa Cup of Nations,1
2025-08-11,Denmark,Turkey,2,0,AFC Asian Cup,1
2025-08-11,England,Ukraine,2,3,Friendly,1
2025-08-11,USA,Ghana,2,4,AFC Asian Cup,1
2025-08-11,Argentina,Mexico,3,0,Nations League,1
2025-08-11,Belgium,Nigeria,0,0,Africa Cup of Nations,1
2025-08-11,Netherlands,Belgium,1,0,Africa Cup of Nations,0
2025-08-11,Iraq,Switzerland,0,4,Nations League,0
2025-08-11,Croatia,Argentina,0,0,Nations League,1
2025-08-11,Tunisia,Italy,2,3,World Cup Qualification,1
2025-08-11,Egypt,Colombia,0,0,World Cup Qualification,1
2025-08-11,Portugal,USA,5,0,Nations League,1
2025-08-11,Germany,New Zealand,2,0,Africa Cup of Nations,0
2025-08-11,Spain,Chile,0,0,World Cup Qualification,1
2025-08-11,Egypt,Italy,0,0,UEFA Euro,0
2025-08-11,Wales,Netherlands,4,3,Nations League,1
2025-08-11,Italy,Portugal,0,2,Nations League,1
2025-08-11,Chile,Brazil,0,0,Friendly,0
2025-08-11,Peru,South Korea,1,0,Nations League,1
2025-08-11,South Africa,Iran,2,0,Nations League,1
2025-08-11,Algeria,Iran,2,0,Friendly,0
2025-08-11,Canada,Qatar,1,0,Copa America,0
2025-08-11,New Zealand,Wales,1,0,Copa America,0
2025-08-29,Panama,Austria,0,0,Africa Cup of Nations,1
2025-08-29,Turkey,Jamaica,0,0,Nations League,0
2025-08-29,USA,Italy,2,1,Copa America,1
2025-08-29,Cameroon,Peru,1,0,Friendly,0
2025-08-29,Switzerland,Colombia,0,1,UEFA Euro,0
2025-08-29,Ecuador,Ukraine,0,0,Friendly,0
2025-08-29,Saudi Arabia,Chile,1,2,Copa America,1
2025-08-29,France,USA,3,0,Nations League,0
2025-08-29,USA,South Korea,2,1,UEFA Euro,0
2025-08-29,Iran,Panama,0,0,Africa Cup of Nations,0
2025-08-29,Denmark,Austria,2,0,Africa Cup of Nations,0
2025-08-29,Netherlands,New Zealand,2,2,Africa Cup of Nations,0
2025-08-29,Peru,Australia,1,0,Africa Cup of Nations,1
2025-08-29,Spain,Cameroon,0,0,Africa Cup of Nations,1
2025-08-29,Croatia,Iraq,1,0,Friendly,1
2025-08-29,Belgium,Croatia,1,0,Africa Cup of Nations,1
2025-09-20,South Korea,Iraq,0,1,Copa America,1
2025-09-20,Panama,Belgium,1,0,Copa America,0
2025-09-20,Ukraine,Japan,2,1,UEFA Euro,1
2025-09-20,Canada,Wales,2,1,Africa Cup of Nations,0
2025-09-20,England,Sweden,0,0,Copa America,0
2025-09-20,Denmark,Algeria,2,1,UEFA Euro,1
2025-09-20,Switzerland,Italy,0,1,World Cup Qualification,1
2025-09-20,Qatar,England,0,3,Nations League,1
2025-09-20,Algeria,Netherlands,0,0,Africa Cup of Nations,0
2025-09-20,France,Morocco,0,0,World Cup Qualification,0
2025-09-20,Ghana,Japan,0,2,Nations League,1
2025-09-20,England,Chile,3,5,Nations League,1
2025-09-20,Denmark,Canada,0,3,World Cup Qualification,0
2025-09-20,Italy,Ecuador,0,0,World Cup Qualification,1
2025-09-20,New Zealand,Turkey,0,3,Nations League,0
2025-09-20,Brazil,New Zealand,3,0,Copa America,1
2025-09-20,Senegal,Poland,0,0,Copa America,1
2025-09-20,Canada,Morocco,0,0,Friendly,1
2025-09-20,Ghana,England,0,1,Africa Cup of Nations,1
2025-09-20,Italy,Jamaica,1,4,UEFA Euro,1
2025-09-20,Iraq,Canada,2,1,Copa America,1
2025-09-20,Morocco,Panama,0,0,Africa Cup of Nations,0
2025-09-20,Italy,Qatar,2,0,Nations League,0
2025-09-20,Portugal,Panama,0,0,Nations League,1
2025-09-20,Germany,Turkey,1,0,World Cup Qualification,0
2025-10-02,Wales,Nigeria,1,0,Friendly,0
2025-10-02,Denmark,South Korea,1,0,AFC Asian Cup,1
2025-10-02,Jamaica,Egypt,3,0,Africa Cup of Nations,0
2025-10-02,Brazil,Spain,0,3,Friendly,1
2025-10-02,Saudi Arabia,Italy,0,0,UEFA Euro,0
2025-10-02,Morocco,Austria,0,0,Friendly,0
2025-10-02,Iran,Spain,2,1,AFC Asian Cup,0
2025-10-02,Germany,Spain,1,1,Nations League,0
2025-10-02,Ukraine,Uruguay,1,0,Africa Cup of Nations,0
2025-10-02,Nigeria,Senegal,2,0,AFC Asian Cup,0
2025-10-02,Iraq,Qatar,2,0,Copa America,1
2025-10-02,France,Italy,0,3,AFC Asian Cup,1
2025-10-02,Uzbekistan,New Zealand,2,0,Nations League,1
2025-10-02,Argentina,Belgium,1,0,Friendly,1
2025-10-02,Mexico,Algeria,2,0,Friendly,1
2025-10-02,Saudi Arabia,Iraq,2,0,Nations League,1
2025-10-02,Jamaica,Italy,0,1,World Cup Qualification,1
2025-10-02,Chile,Turkey,1,4,Nations League,0
2025-10-02,Uzbekistan,South Korea,0,0,AFC Asian Cup,0
2025-10-02,Uruguay,Jamaica,1,0,World Cup Qualification,1
2025-10-16,Iraq,Mexico,3,1,Nations League,0
2025-10-16,Tunisia,France,0,1,UEFA Euro,1
2025-10-16,Iraq,Uzbekistan,0,0,World Cup Qualification,1
2025-10-16,England,Colombia,3,0,AFC Asian Cup,1
2025-10-16,Iran,Spain,2,2,Friendly,0
2025-10-16,Portugal,Spain,2,0,World Cup Qualification,0
2025-10-16,Jamaica,Argentina,0,0,Copa America,0
2025-10-16,South Korea,Belgium,0,0,AFC Asian Cup,0
2025-10-16,Switzerland,Uruguay,1,3,Africa Cup of Nations,1
2025-10-16,Sweden,Algeria,0,0,Nations League,0
2025-10-16,France,Spain,1,0,Copa America,1
2025-11-07,Poland,Australia,2,3,Africa Cup of Nations,0
2025-11-07,Croatia,Iraq,3,0,Nations League,0
2025-11-07,Spain,Argentina,1,0,Copa America,0
2025-11-07,Jamaica,Spain,1,2,Nations League,0
2025-11-07,Uruguay,Qatar,0,0,Africa Cup of Nations,1
2025-11-07,South Korea,Portugal,0,1,UEFA Euro,0
2025-11-07,Iraq,Germany,0,0,AFC Asian Cup,1
2025-11-07,Iran,Switzerland,0,2,Copa America,0
2025-11-07,USA,Ghana,0,0,Copa America,1
2025-11-07,Denmark,South Africa,1,0,Nations League,1
2025-11-07,Netherlands,Cameroon,1,4,UEFA Euro,1
2025-11-07,Belgium,Colombia,0,1,Nations League,1
2025-11-07,Uruguay,Canada,2,1,World Cup Qualification,1
2025-11-07,Egypt,Argentina,0,0,Copa America,1
2025-11-07,South Africa,New Zealand,3,0,Copa America,1
2025-11-07,Panama,Uruguay,0,2,World Cup Qualification,1
2025-11-07,Costa Rica,Morocco,0,2,AFC Asian Cup,0
2025-11-07,Belgium,Uruguay,0,0,UEFA Euro,1
2025-11-07,Germany,Iran,0,0,AFC Asian Cup,1
2025-11-07,Croatia,France,0,1,AFC Asian Cup,1
2025-11-07,Mexico,Costa Rica,1,4,World Cup Qualification,0
2025-11-07,Brazil,Ecuador,2,1,AFC Asian Cup,0
2025-11-21,Tunisia,England,0,0,Friendly,1
2025-11-21,Qatar,Egypt,2,0,Africa Cup of Nations,1
2025-11-21,Sweden,Brazil,0,0,Africa Cup of Nations,0
2025-11-21,Ghana,Ecuador,0,2,UEFA Euro,1
2025-11-21,Ghana,Sweden,1,1,World Cup Qualification,1
2025-11-21,South Korea,Argentina,4,1,World Cup Qualification,0
2025-11-21,Wales,Denmark,0,1,AFC Asian Cup,1
2025-11-21,Germany,Chile,1,0,Copa America,0
2025-11-21,Egypt,Canada,3,3,AFC Asian Cup,1
2025-11-21,Tunisia,Iran,2,3,Copa America,0
2025-11-21,Austria,Japan,1,0,Nations League,0
2025-11-21,Cameroon,Nigeria,1,2,Africa Cup of Nations,1
2025-11-21,Croatia,Iraq,1,2,Nations League,0
2025-11-21,Ecuador,Jamaica,1,2,Africa Cup of Nations,0
2025-11-21,England,Algeria,3,0,AFC Asian Cup,0
2025-11-21,Ghana,Spain,0,1,Africa Cup of Nations,0
2025-11-21,Jamaica,Peru,2,2,AFC Asian Cup,0
2025-11-21,Brazil,France,0,0,World Cup Qualification,1
2025-11-21,Turkey,Australia,0,3,Friendly,0
2025-11-21,Tunisia,Switzerland,0,0,UEFA Euro,1
2025-11-21,Argentina,Uzbekistan,3,0,Copa America,1
2025-11-21,Tunisia,Uruguay,3,1,Africa Cup of Nations,0
2025-11-21,Netherlands,Uzbekistan,1,0,Friendly,0
2025-11-21,South Africa,Netherlands,0,1,Copa America,1
2025-12-08,USA,Wales,0,3,Friendly,0
2025-12-08,Austria,Tunisia,0,3,Nations League,1
2025-12-08,Saudi Arabia,Portugal,2,1,Copa America,1
2025-12-08,Uruguay,Ukraine,2,0,Nations League,1
2025-12-08,Chile,Cameroon,0,1,AFC Asian Cup,1
2025-12-08,Iran,Brazil,0,3,Friendly,1
2025-12-08,Portugal,Ecuador,0,0,Friendly,1
2025-12-08,Netherlands,Croatia,1,0,World Cup Qualification,0
2025-12-08,Jamaica,Switzerland,1,2,Copa America,0
2025-12-08,Argentina,Canada,0,0,Nations League,1
2025-12-08,Italy,Uzbekistan,3,0,Copa America,0
2025-12-08,Jamaica,Wales,0,1,Africa Cup of Nations,1
2025-12-08,Ecuador,Saudi Arabia,1,0,World Cup Qualification,1
2025-12-26,New Zealand,Costa Rica,0,4,Friendly,1
2025-12-26,Argentina,France,0,0,Nations League,0
2025-12-26,Wales,Portugal,1,0,UEFA Euro,0
2025-12-26,Nigeria,Germany,0,2,Africa Cup of Nations,0
2025-12-26,Uzbekistan,Germany,0,0,AFC Asian Cup,0
2025-12-26,Japan,Qatar,0,1,Friendly,1
2025-12-26,South Korea,Ecuador,3,1,UEFA Euro,1
2025-12-26,Turkey,Costa Rica,0,0,Nations League,1
2025-12-26,Saudi Arabia,Morocco,0,0,World Cup Qualification,0
2025-12-26,Ghana,Iraq,0,0,Copa America,1
2025-12-26,Croatia,Jamaica,3,0,Africa Cup of Nations,0
2025-12-26,Portugal,England,1,0,AFC Asian Cup,1
2026-01-10,Tunisia,Brazil,0,2,Copa America,0
2026-01-10,Uruguay,Germany,2,2,UEFA Euro,1
2026-01-10,Switzerland,Egypt,0,0,Africa Cup of Nations,0
2026-01-10,Morocco,Poland,2,0,Friendly,0
2026-01-10,Turkey,Belgium,3,0,Copa America,0
2026-01-10,Netherlands,Qatar,0,0,World Cup Qualification,0
2026-01-10,Japan,South Africa,1,3,UEFA Euro,1
2026-01-10,New Zealand,Iraq,2,0,World Cup Qualification,0
2026-01-10,Cameroon,Brazil,0,1,World Cup Qualification,1
2026-01-10,Wales,Austria,3,0,World Cup Qualification,1
2026-01-30,Morocco,Senegal,1,0,Friendly,0
2026-01-30,Italy,Iran,0,0,Friendly,0
2026-01-30,Austria,Egypt,0,1,Nations League,0
2026-01-30,Turkey,Morocco,1,0,World Cup Qualification,0
2026-01-30,Uzbekistan,Morocco,0,1,Friendly,1
2026-01-30,Iran,England,2,2,Friendly,0
2026-01-30,Egypt,Turkey,1,0,Friendly,0
2026-01-30,Mexico,Australia,1,0,Africa Cup of Nations,0
2026-01-30,Panama,Tunisia,2,0,Africa Cup of Nations,1
2026-01-30,Cameroon,Netherlands,3,2,Africa Cup of Nations,0
2026-01-30,Spain,Poland,4,1,Friendly,1
2026-01-30,Uruguay,Wales,0,4,UEFA Euro,0
2026-01-30,Iran,Jamaica,1,0,Friendly,0
2026-01-30,Ukraine,Brazil,0,2,Copa America,1
2026-01-30,Ghana,Wales,2,0,Copa America,1
2026-01-30,Italy,Chile,2,3,Friendly,1
2026-01-30,Qatar,Colombia,0,0,World Cup Qualification,0
2026-01-30,Tunisia,Senegal,2,1,World Cup Qualification,0
2026-01-30,Spain,Jamaica,2,0,Nations League,0
2026-01-30,Switzerland,Denmark,0,2,Africa Cup of Nations,1
2026-02-12,Denmark,Qatar,1,2,Africa Cup of Nations,1
2026-02-12,Ghana,Iran,2,0,AFC Asian Cup,0
2026-02-12,South Africa,France,2,1,Friendly,0
2026-02-12,Turkey,Jamaica,0,0,Nations League,1
2026-02-12,Ghana,Algeria,0,3,Copa America,1
2026-02-12,Jamaica,Japan,2,0,AFC Asian Cup,0
2026-02-12,Canada,Germany,1,0,Africa Cup of Nations,1
2026-02-12,Egypt,Qatar,0,3,World Cup Qualification,1
2026-02-12,Costa Rica,Croatia,1,0,Nations League,0
2026-02-12,Algeria,Mexico,2,0,UEFA Euro,0
2026-02-12,Iraq,Netherlands,1,3,Nations League,1
2026-02-12,Senegal,Qatar,3,3,AFC Asian Cup,0
2026-02-12,Ukraine,Costa Rica,2,0,Friendly,1
2026-02-12,Switzerland,Netherlands,2,1,AFC Asian Cup,0
2026-02-12,Brazil,Saudi Arabia,0,2,Nations League,1
2026-02-12,Colombia,England,2,0,Nations League,1
2026-02-12,Uruguay,Croatia,1,0,Copa America,1
2026-02-12,Saudi Arabia,Germany,0,3,Copa America,1
2026-02-12,Germany,Costa Rica,3,1,AFC Asian Cup,0
2026-02-12,Morocco,Mexico,0,0,AFC Asian Cup,0
2026-02-12,South Africa,Brazil,4,0,World Cup Qualification,1
2026-02-12,Iraq,France,0,0,Copa America,1
2026-02-12,Spain,England,0,0,UEFA Euro,1
2026-02-12,Qatar,Japan,3,1,UEFA Euro,0
2026-02-12,Brazil,Panama,0,0,Friendly,0
2026-03-09,Uzbekistan,USA,0,0,Friendly,1
2026-03-09,Japan,Tunisia,2,4,Nations League,1
2026-03-09,Croatia,Spain,1,2,World Cup Qualification,1
2026-03-09,New Zealand,Tunisia,0,0,Nations League,1
2026-03-09,Costa Rica,Cameroon,3,0,Africa Cup of Nations,1
2026-03-09,New Zealand,Argentina,0,3,Friendly,0
2026-03-09,Belgium,Italy,2,2,Copa America,1
2026-03-09,Japan,Iran,0,0,World Cup Qualification,1
2026-03-09,Colombia,Ghana,3,0,Africa Cup of Nations,0
2026-03-09,Egypt,USA,2,2,Africa Cup of Nations,1
2026-03-30,Ukraine,Algeria,0,0,UEFA Euro,0
2026-03-30,Cameroon,USA,0,0,World Cup Qualification,0
2026-03-30,Chile,Egypt,3,1,World Cup Qualification,0
2026-03-30,Belgium,Denmark,0,1,World Cup Qualification,1
2026-03-30,Netherlands,Nigeria,0,1,World Cup Qualification,1
2026-03-30,Saudi Arabia,Australia,0,0,Africa Cup of Nations,1
2026-03-30,Switzerland,Germany,4,0,AFC Asian Cup,1
2026-03-30,Morocco,Brazil,0,0,World Cup Qualification,0
2026-03-30,Qatar,Ghana,0,0,UEFA Euro,1
2026-03-30,Algeria,Japan,0,1,Africa Cup of Nations,1
2026-03-30,Panama,Algeria,0,3,Nations League,1
2026-03-30,Wales,Chile,2,1,Nations League,1
2026-04-24,Netherlands,Brazil,0,0,AFC Asian Cup,1
2026-04-24,Croatia,Cameroon,0,0,Nations League,1
2026-04-24,Sweden,England,0,2,Africa Cup of Nations,1
2026-04-24,Germany,Croatia,0,0,Nations League,1
2026-04-24,Uzbekistan,Mexico,0,0,AFC Asian Cup,0
2026-04-24,Portugal,Saudi Arabia,2,0,Copa America,0
2026-04-24,South Africa,Egypt,0,1,AFC Asian Cup,1
2026-04-24,Peru,Qatar,1,0,UEFA Euro,1
2026-04-24,Iraq,Tunisia,3,0,Nations League,0
2026-04-24,Canada,Spain,0,1,World Cup Qualification,0
2026-04-24,France,Mexico,0,3,Friendly,1
2026-04-24,New Zealand,Poland,3,1,Friendly,1
2026-04-24,Belgium,Nigeria,1,1,Africa Cup of Nations,1
2026-04-24,Colombia,Qatar,2,0,Friendly,1
2026-04-24,Mexico,Poland,3,1,World Cup Qualification,1
2026-04-24,Turkey,Austria,2,0,AFC Asian Cup,0
2026-04-24,Senegal,Sweden,5,0,Friendly,0
2026-04-24,Australia,Ukraine,1,1,Nations League,1
2026-04-24,Ecuador,Saudi Arabia,1,0,Africa Cup of Nations,0
2026-04-24,Iraq,Algeria,1,4,Africa Cup of Nations,0
2026-04-24,Egypt,Chile,2,2,UEFA Euro,0
2026-04-24,Qatar,Egypt,0,0,Copa America,0
2026-04-24,Costa Rica,Chile,4,1,Nations League,0
